"animal_id","species","breed","age","gender","size","color","spayed_neutered","declawed","housetrained","location","intake_date","name","scrape_date","scrape_time","days_since_intake","age_years","color_primary"
"17509931","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","10 years 10 days","Male","Medium","Brindle","","No","Unknown","Foster Home",2021-10-28,"Sam (Peanut) (Kody)",2022-01-29,2022-01-29 23:16:17,93,10,"Brindle"
"31585644","Dog","Mixed Breed, Small (under 24 lbs fully grown)/Mix","8 years 2 months 18 days","Male","Small","Grey/White","","No","Unknown","Doggie Den",2022-01-27,"Harryl",2022-01-29,2022-01-29 23:16:17,2,8,"Grey"
"42475998","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","11 years 5 months 16 days","Male","Large","White/Brown","","No","Unknown","Foster Home",2021-11-04,"Bullet",2022-01-29,2022-01-29 23:16:17,86,11,"White"
"48708797","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 4 months 9 days","Female","Medium","White/Black","","No","Unknown","Foster Home",2021-10-28,"Spots",2022-01-29,2022-01-29 23:16:17,93,2,"White"
"17509931","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","10 years 10 days","Male","Medium","Brindle","","No","Unknown","Foster Home",2021-10-28,"Sam (Peanut) (Kody)",2022-01-29,2022-01-29 23:16:17,93,10,"Brindle"
"49222040","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year  1 month 21 days","Male","Large","White/Black","","No","Unknown","Foster Home",2022-01-14,"Bo-D",2022-01-29,2022-01-29 23:16:17,15,1,"White"
"49248663","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","1 year 7 months 16 days","Male","Medium","Brindle","","No","Unknown","Foster Home",2021-12-14,"Solstice",2022-01-29,2022-01-29 23:16:17,46,1,"Brindle"
"49272530","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years  1 month 13 days","Female","Large","White/Black","","No","Unknown","Foster Home",2021-12-17,"Opulent",2022-01-29,2022-01-29 23:16:17,43,2,"White"
"49276838","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years  1 month 12 days","Female","Large","Grey/White",NA,"No","Unknown","Foster Home",2021-12-17,"Babe Watch",2022-01-29,2022-01-29 23:16:17,43,2,"Grey"
"49305673","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","3 years  1 month 7 days","Female","Medium","Black/White",NA,"No","Unknown","Foster Home",2021-12-23,"Klaxonia",2022-01-29,2022-01-29 23:16:17,37,3,"Black"
