"animal_id","species","breed","age","gender","size","color","spayed_neutered","declawed","housetrained","location","intake_date","name","scrape_date","scrape_time","days_since_intake","age_years","color_primary"
"14305543","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","12 years 11 months 16 days","Male","Large","White/Brown","","No","Unknown","Foster Home",2022-05-13,"Bob Barker",2022-10-03,2022-10-03 03:14:38,143,12,"White"
"30704953","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","12 years 8 months 5 days","Male","Large","Grey/White","","No","Unknown","Foster Home",2022-09-07,"Jeremy (Tadoe)",2022-10-03,2022-10-03 03:14:38,26,12,"Grey"
"31242951","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years 4 months 28 days","Male","Large","Black/White","","No","Unknown","Office",2022-09-30,"Max",2022-10-03,2022-10-03 03:14:38,3,7,"Black"
"33852112","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","6 years 6 months 5 days","Female","Large","Brown","","No","Unknown","Doggie Town",2022-08-27,"Starbright",2022-10-03,2022-10-03 03:14:38,37,6,"Brown"
"40481888","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 years 9 months  1 day","Female","Large","Brindle","","No","Unknown","Foster Home",2022-09-18,"Mama",2022-10-03,2022-10-03 03:14:38,15,5,"Brindle"
"41901670","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","8 years 3 months 24 days","Female","Large","Black/White","","No","Unknown","Foster Home",2022-08-27,"Soulja Girl",2022-10-03,2022-10-03 03:14:38,37,8,"Black"
"43325255","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 3 months 5 days","Female","Large","Blue/White","","No","Unknown","Foster Home",2022-09-02,"TugRope 10 (Moma)",2022-10-03,2022-10-03 03:14:38,31,3,"Blue"
"45081316","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","5 years 2 months 18 days","Female","Medium","Brown","","No","Unknown","Doggie Town",2022-09-27,"Sophia",2022-10-03,2022-10-03 03:14:38,6,5,"Brown"
"45162628","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 2 months 6 days","Male","Large","Brown/White","","No","Unknown","Foster Home",2022-09-07,"Quail",2022-10-03,2022-10-03 03:14:38,26,4,"Brown"
"48270408","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","1 year 4 months 13 days","Female","Medium","Brown/White","","No","Unknown","Doggie Town",2022-09-29,"Sweettooth (Zoey)",2022-10-03,2022-10-03 03:14:38,4,1,"Brown"
"49106160","Dog","Mixed Breed, Small (under 24 lbs fully grown)/Mix","1 year 10 months 15 days","Female","Small","Black/White",NA,"No","Unknown","Rover Refuge",2022-09-29,"Happenstance",2022-10-03,2022-10-03 03:14:38,4,1,"Black"
"49411625","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 5 months 20 days","Female","Large","White/Black","","No","Unknown","Foster Home",2022-06-20,"Go-Kart (Skylee)",2022-10-03,2022-10-03 03:14:38,105,1,"White"
"49573513","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","6 years 7 months 23 days","Female","Large","Black/White","","No","Unknown","Dog Quarantine",2022-09-27,"Maya (Mimi)",2022-10-03,2022-10-03 03:14:38,6,6,"Black"
"49612236","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 7 months 16 days","Female","Large","Brindle","","No","Unknown","Training Room",2022-10-01,"Martinique",2022-10-03,2022-10-03 03:14:38,2,2,"Brindle"
"49867569","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","3 years 6 months 4 days","Female","Medium","White/Brown","","No","Unknown","Foster Home",2022-05-10,"Sugar",2022-10-03,2022-10-03 03:14:38,146,3,"White"
"49893916","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 6 months  1 day","Female","Large","Tan/White","","No","Unknown","Doggie Den",2022-10-01,"Taurasi",2022-10-03,2022-10-03 03:14:38,2,1,"Tan"
"50047780","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 11 days","Female","Large","Blue/Black","","No","Yes","Rover Refuge",2022-09-22,"Sheila",2022-10-03,2022-10-03 03:14:38,11,4,"Blue"
"50193895","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years 4 months 17 days","Male","Large","Brown/White","","No","Unknown","Foster Home",2022-05-15,"Marmaduke (Ace)",2022-10-03,2022-10-03 03:14:38,141,7,"Brown"
"50295440","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 years 4 months 5 days","Female","Large","Black/White","","No","Unknown","Rover Refuge",2022-09-25,"Jayla",2022-10-03,2022-10-03 03:14:38,8,5,"Black"
"50366285","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 3 months 27 days","Female","Medium","Brindle","","No","Unknown","Mutt Hut",2022-09-18,"Tiana",2022-10-03,2022-10-03 03:14:38,15,1,"Brindle"
"50394641","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","7 years 3 months 24 days","Female","Medium","Brown/White","","No","Unknown","Foster Home",2022-06-09,"Darby",2022-10-03,2022-10-03 03:14:38,116,7,"Brown"
"50496060","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 3 months 12 days","Male","Large","Grey","","No","Unknown","Foster Home",2022-09-14,"Phanta (RJ)",2022-10-03,2022-10-03 03:14:38,19,1,"Grey"
"50516474","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 9 months 10 days","Female","Large","Black/White","","No","Unknown","Doggie Den",2022-09-03,"Gabriella",2022-10-03,2022-10-03 03:14:38,30,1,"Black"
"50532850","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 3 months 7 days","Female","Large","Brown/White","","No","Unknown","Doggie Den",2022-09-26,"Cove (Nyla)",2022-10-03,2022-10-03 03:14:38,7,2,"Brown"
"50541568","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 3 months 6 days","Female","Large","Black/White","","No","Unknown","Foster Home",2022-08-04,"Missy (Candy)",2022-10-03,2022-10-03 03:14:38,60,2,"Black"
"50569145","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years 3 months 3 days","Female","Large","Black/White","","No","Unknown","Foster Home",2022-06-30,"Black Diamond",2022-10-03,2022-10-03 03:14:38,95,7,"Black"
"50632881","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 2 months 23 days","Female","Medium","Brindle/White","","No","Unknown","Rover Refuge",2022-09-17,"Baby Brownie (Cyn)",2022-10-03,2022-10-03 03:14:38,16,3,"Brindle"
"50665687","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","10 years 2 months 19 days","Male","Large","Black/White","","No","Unknown","Foster Home",2022-07-14,"Ridgely (Filipe)",2022-10-03,2022-10-03 03:14:38,81,10,"Black"
"50679430","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 2 months 17 days","Female","Large","Grey","","No","Unknown","Foster Home",2022-07-16,"Wilhelmina",2022-10-03,2022-10-03 03:14:38,79,1,"Grey"
"50775561","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 2 months 4 days","Female","Medium","Black/White",NA,"No","Unknown","Foster Home",2022-07-28,"Lovable",2022-10-03,2022-10-03 03:14:38,67,2,"Black"
"50790571","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 8 months 3 days","Male","Large","White/Brown","","No","Unknown","Mutt Hut",2022-09-16,"Wanderlust",2022-10-03,2022-10-03 03:14:38,17,1,"White"
"50860691","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years  1 month 13 days","Male","Large","Brown/White","","No","Unknown","Doggie Town",2022-08-20,"Seven",2022-10-03,2022-10-03 03:14:38,44,7,"Brown"
"50879645","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year  1 month 21 days","Male","Large","Sable/Black","","No","Yes","Foster Home",2022-09-28,"Ted",2022-10-03,2022-10-03 03:14:38,5,1,"Sable"
"50904080","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years  1 month 17 days","Male","Large","Black/White","","No","Unknown","Foster Home",2022-08-16,"Henry",2022-10-03,2022-10-03 03:14:38,48,7,"Black"
"50908116","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","10 years  1 month 17 days","Male","Large","Brown/White","","No","Unknown","Rover Refuge",2022-08-16,"Huckleberry",2022-10-03,2022-10-03 03:14:38,48,10,"Brown"
"50972765","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years  1 month 8 days","Male","Medium","White/Black","","No","Unknown","Doggie Town",2022-09-10,"Kermit",2022-10-03,2022-10-03 03:14:38,23,4,"White"
"50989599","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 years  1 month 6 days","Male","Large","Black","","No","Unknown","Foster Home",2022-08-27,"Hugo",2022-10-03,2022-10-03 03:14:38,37,5,"Black"
"51007214","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years  1 month 3 days","Female","Large","Brindle",NA,"No","Unknown","Doggie Town",2022-08-30,"Gretchen",2022-10-03,2022-10-03 03:14:38,34,4,"Brindle"
"51018377","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years  1 month 2 days","Female","Large","Brown",NA,"No","Unknown","Foster Home",2022-08-31,"Almondine (Cahn)",2022-10-03,2022-10-03 03:14:38,33,3,"Brown"
"51018402","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years  1 month 2 days","Female","Large","Brown","","No","Unknown","Rover Refuge",2022-08-31,"Bamboo",2022-10-03,2022-10-03 03:14:38,33,3,"Brown"
"51020787","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","4 years  1 month 2 days","Female","Medium","Blue","","No","Unknown","Mutt Hut",2022-08-31,"Very Berry",2022-10-03,2022-10-03 03:14:38,33,4,"Blue"
"51033427","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","2 years  1 month  1 day","Female","Medium","Black",NA,"No","Unknown","Foster Home",2022-09-02,"Evabeth",2022-10-03,2022-10-03 03:14:38,31,2,"Black"
"51036470","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years  1 month  1 day","Female","Large","Blue/White","","No","Unknown","Foster Home",2022-09-02,"TugRope 4 (Lou)",2022-10-03,2022-10-03 03:14:38,31,2,"Blue"
"51036506","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year  1 month  1 day","Male","Large","Blue/White","","No","Unknown","Foster Home",2022-09-02,"TugRope 5 (Munster)",2022-10-03,2022-10-03 03:14:38,31,1,"Blue"
"51040922","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years  1 month","Male","Large","Grey",NA,"No","Unknown","Overnight Volunteer",2022-09-03,"Jack-Jack",2022-10-03,2022-10-03 03:14:38,30,2,"Grey"
"51044662","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 11 days","Female","Large","Black/White","","No","Unknown","Foster Home",2022-09-22,"Gingersnap",2022-10-03,2022-10-03 03:14:38,11,3,"Black"
"51053065","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","3 months 27 days","Male","Medium","Brown",NA,"No","Unknown","Foster Home",2022-09-06,"Hamburger",2022-10-03,2022-10-03 03:14:38,27,0,"Brown"
"51068520","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","1 year 6 months 24 days","Male","Large","Tan",NA,"No","Unknown","Mutt Hut",2022-09-07,"Axel",2022-10-03,2022-10-03 03:14:38,26,1,"Tan"
"51076881","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 24 days","Male","Large","Black/White",NA,"No","Unknown","Doggie Town",2022-09-09,"Waldorf",2022-10-03,2022-10-03 03:14:38,24,2,"Black"
"51086227","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 23 days","Male","Large","White",NA,"No","Unknown","Rover Refuge",2022-09-09,"Ice Drop",2022-10-03,2022-10-03 03:14:38,24,3,"White"
"51096559","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","6 years 21 days","Male","Large","Brown/White",NA,"No","Unknown","Foster Home",2022-09-12,"Barnacle",2022-10-03,2022-10-03 03:14:38,21,6,"Brown"
"51102987","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","8 years 20 days","Male","Large","Brown",NA,"No","Unknown","Foster Home",2022-09-13,"Alec",2022-10-03,2022-10-03 03:14:38,20,8,"Brown"
"51120692","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 18 days","Male","Large","White/Brown",NA,"No","Unknown","Rover Refuge",2022-09-15,"Stu",2022-10-03,2022-10-03 03:14:38,18,2,"White"
"51123273","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 18 days","Female","Large","Tan",NA,"No","Unknown","Mutt Hut",2022-09-15,"Chartreuse",2022-10-03,2022-10-03 03:14:38,18,2,"Tan"
"51124597","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 18 days","Female","Large","Brown",NA,"No","Unknown","Foster Home",2022-09-15,"Ali",2022-10-03,2022-10-03 03:14:38,18,2,"Brown"
"51133500","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 17 days","Female","Large","Brindle",NA,"No","Unknown","Mutt Hut",2022-09-16,"Ikea",2022-10-03,2022-10-03 03:14:38,17,2,"Brindle"
"51136076","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","4 years 16 days","Male","Medium","Black","","No","Unknown","Doggie Den",2022-09-24,"Jasen",2022-10-03,2022-10-03 03:14:38,9,4,"Black"
"51141681","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 15 days","Female","Medium","Brown/Fawn","","No","Unknown","Foster Home",2022-09-18,"Sadie",2022-10-03,2022-10-03 03:14:38,15,2,"Brown"
"51146537","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 14 days","Female","Large","Brown",NA,"No","Unknown","Mutt Hut",2022-09-19,"Pippa",2022-10-03,2022-10-03 03:14:38,14,4,"Brown"
"51152858","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 13 days","Female","Large","White/Brown",NA,"No","Unknown","Foster Home",2022-09-20,"Fancy",2022-10-03,2022-10-03 03:14:38,13,4,"White"
"51153216","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 13 days","Female","Large","Brown/White","","No","Unknown","Mutt Hut",2022-09-19,"Elegant",2022-10-03,2022-10-03 03:14:38,14,4,"Brown"
"51161518","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 12 days","Female","Large","Brindle/White",NA,"No","Unknown","Foster Home",2022-09-21,"Gravity (Gravy)",2022-10-03,2022-10-03 03:14:38,12,3,"Brindle"
"51164638","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","8 years 12 days","Male","Medium","White/Fawn",NA,"No","Unknown","Foster Home",2022-09-21,"Lickety Split",2022-10-03,2022-10-03 03:14:38,12,8,"White"
"51169819","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 11 days","Male","Large","Black/White",NA,"No","Unknown","Office",2022-09-22,"Minas Tirith",2022-10-03,2022-10-03 03:14:38,11,2,"Black"
"51170540","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 11 days","Male","Large","Brown",NA,"No","Unknown","Mutt Hut",2022-09-22,"Riggs",2022-10-03,2022-10-03 03:14:38,11,4,"Brown"
"51174168","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 11 days","Male","Large","Tan/White",NA,"No","Unknown","Doggie Town",2022-09-22,"Oyster Soup",2022-10-03,2022-10-03 03:14:38,11,2,"Tan"
"51177563","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 10 days","Male","Large","Brown",NA,"No","Unknown","Mutt Hut",2022-09-23,"Booberry",2022-10-03,2022-10-03 03:14:38,10,2,"Brown"
"51206286","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","10 years 6 days","Female","Large","Brown/White",NA,"No","Unknown","Rover Refuge",2022-09-27,"Shimmery",2022-10-03,2022-10-03 03:14:38,6,10,"Brown"
"51213950","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","3 years 5 months 2 days","Male","Large","Brown/White","","No","Unknown","Doggie Den",2022-09-28,"Zerg",2022-10-03,2022-10-03 03:14:38,5,3,"Brown"
"51215387","Dog","Mixed Breed, Small (under 24 lbs fully grown)/Mix","1 year 5 days","Female","Small","Black/Brown",NA,"No","Unknown","Training Room",2022-09-27,"Nelly",2022-10-03,2022-10-03 03:14:38,6,1,"Black"
"51217849","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","8 years 4 days","Male","Medium","Cream/White",NA,"No","Unknown","Doggie Town",2022-09-29,"Benji Boy",2022-10-03,2022-10-03 03:14:38,4,8,"Cream"
"51225213","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 6 months 2 days","Female","Large","Tan/White",NA,"No","Unknown","Doggie Town",2022-09-30,"Liberty",2022-10-03,2022-10-03 03:14:38,3,1,"Tan"
"51227552","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 months  1 day","Male","Medium","Blue/White",NA,"No","Unknown","Rover Refuge",2022-09-30,"Bixby",2022-10-03,2022-10-03 03:14:38,3,0,"Blue"
"51227801","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","1 year 3 days","Female","Medium","White/Grey",NA,"No","Unknown","Doggie Den",2022-09-30,"Astra",2022-10-03,2022-10-03 03:14:38,3,1,"White"
"51230399","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","1 year 3 days","Female","Medium","Grey/White",NA,"No","Unknown","Doggie Den",2022-09-30,"Bean Burrito",2022-10-03,2022-10-03 03:14:38,3,1,"Grey"
"51230518","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 years 3 days","Male","Large","Tan/White",NA,"No","Unknown","Doggie Den",2022-09-30,"Crispy Cringle",2022-10-03,2022-10-03 03:14:38,3,5,"Tan"
"51231369","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 3 days","Male","Large","Black/White",NA,"No","Unknown","Doggie Den",2022-09-30,"Olivander",2022-10-03,2022-10-03 03:14:38,3,3,"Black"
"51233386","Dog","Mixed Breed, Small (under 24 lbs fully grown)/Mix","10 years 2 days","Female","Small","White/Brown",NA,"No","Unknown","Rover Refuge",2022-10-01,"April",2022-10-03,2022-10-03 03:14:38,2,10,"White"
"51233446","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 2 days","Female","Large","White/Brown",NA,"No","Unknown","Doggie Town",2022-09-30,"Earth",2022-10-03,2022-10-03 03:14:38,3,1,"White"
"51233598","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","1 year 2 days","Female","Medium","Tan",NA,"No","Unknown","Doggie Den",2022-10-01,"Leilah",2022-10-03,2022-10-03 03:14:38,2,1,"Tan"
"51234066","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years 2 days","Male","Large","Black/White",NA,"No","Unknown","Doggie Town",2022-10-01,"Ralph",2022-10-03,2022-10-03 03:14:38,2,7,"Black"
"51234716","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","10 months 2 days","Female","Medium","Brown",NA,"No","Unknown","Rover Refuge",2022-10-01,"Fern",2022-10-03,2022-10-03 03:14:38,2,0,"Brown"
"51234983","Dog","Mixed Breed, Small (under 24 lbs fully grown)/Mix","7 months 2 days","Female","Small","Black/White",NA,"No","Unknown","Rover Refuge",2022-10-01,"Gully",2022-10-03,2022-10-03 03:14:38,2,0,"Black"
"51235851","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 2 days","Male","Large","Brindle",NA,"No","Unknown","Training Room",2022-10-01,"X",2022-10-03,2022-10-03 03:14:38,2,3,"Brindle"
"51235935","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 2 days","Female","Large","White/Brown",NA,"No","Unknown","Rover Refuge",2022-10-01,"Snowfall",2022-10-03,2022-10-03 03:14:38,2,1,"White"
"51236392","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","10 months 2 days","Male","Large","Grey/Tan",NA,"No","Unknown","Training Room",2022-10-01,"Garrett",2022-10-03,2022-10-03 03:14:38,2,0,"Grey"
"51237766","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 months  1 day","Female","Medium","Brindle/White",NA,"No","Unknown","Doggie Den",2022-10-02,"Mavis",2022-10-03,2022-10-03 03:14:38,1,0,"Brindle"
"51238122","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 6 months","Female","Large","Brown/White",NA,"No","Unknown","Doggie Town",2022-10-02,"Annabelle",2022-10-03,2022-10-03 03:14:38,1,2,"Brown"
"51239177","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 5 months 2 days","Female","Large","Beige/Tan",NA,"No","Unknown","Rover Refuge",2022-10-02,"Gertrude (Gertie)",2022-10-03,2022-10-03 03:14:38,1,2,"Beige"
"51239207","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years  1 day","Female","Large","Brindle",NA,"No","Unknown","Dog Intake",2022-10-02,"Dapper",2022-10-03,2022-10-03 03:14:38,1,4,"Brindle"
"51239275","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year  1 day","Female","Medium","Brown",NA,"No","Unknown","Doggie Town",2022-10-02,"Olympia",2022-10-03,2022-10-03 03:14:38,1,1,"Brown"
