"animal_id","species","breed","age","gender","size","color","spayed_neutered","declawed","housetrained","location","intake_date","name","scrape_date","scrape_time","days_since_intake","age_years","color_primary"
"21884814","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","8 years 10 months 4 days","Male","Large","Tan/White","","No","Unknown","Foster Home",2022-02-11,"Joe Diffie (Sevens)",2022-03-22,2022-03-22 02:40:57,39,8,"Tan"
"31072822","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years 2 days","Male","Large","Fawn/White","","No","Unknown","Doggie Den",2022-03-20,"Babbles(Gotti)",2022-03-22,2022-03-22 02:40:57,2,7,"Fawn"
"36200331","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","8 years 4 days","Female","Medium","Brown","","No","Unknown","Foster Home",2022-03-04,"Corra",2022-03-22,2022-03-22 02:40:57,18,8,"Brown"
"37033349","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","9 years 4 months 20 days","Male","Large","Black","","No","Unknown","Rover Refuge",2022-03-16,"Omaha (Max)",2022-03-22,2022-03-22 02:40:57,6,9,"Black"
"46190236","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 3 months 14 days","Female","Medium","Tan/White","","No","Unknown","Mutt Hut",2022-03-15,"Ginger Rogers",2022-03-22,2022-03-22 02:40:57,7,3,"Tan"
"48398225","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","4 years 7 months 15 days","Female","Medium","Blue/White","","No","Unknown","Doggie Town",2022-03-17,"Chapstick",2022-03-22,2022-03-22 02:40:57,5,4,"Blue"
"49099215","Dog","Terrier, Pit Bull/Mix","6 months 14 days","Male","Small","Black/White",NA,"No","Unknown","Rover Refuge",2022-03-21,"Fetti",2022-03-22,2022-03-22 02:40:57,1,0,"Black"
"49140299","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","1 year","Female","Medium","White","","No","Unknown","Foster Home",2021-11-24,"Stormy B",2022-03-22,2022-03-22 02:40:57,118,1,"White"
"49205767","Dog","Mixed Breed, Small (under 24 lbs fully grown)/Mixed Breed, Small (under 24 lbs fully grown)","9 months 16 days","Female","Small","White",NA,"No","Unknown","Dog Intake",2022-03-20,"Misty",2022-03-22,2022-03-22 02:40:57,2,0,"White"
"49259589","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 9 months 6 days","Male","Large","Golden",NA,"No","Unknown","Foster Home",2021-12-15,"Peaches",2022-03-22,2022-03-22 02:40:57,97,1,"Golden"
"49337741","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 2 months 19 days","Male","XL","Black/Brown","","No","Unknown","Rover Refuge",2022-03-09,"Bricks",2022-03-22,2022-03-22 02:40:57,13,1,"Black"
