"animal_id","species","breed","age","gender","size","color","spayed_neutered","declawed","housetrained","location","intake_date","name","scrape_date","scrape_time","days_since_intake","age_years","color_primary"
"14305543","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","12 years 11 months 8 days","Male","Large","White/Brown","","No","Unknown","Foster Home",2022-05-13,"Bob Barker",2022-09-25,2022-09-25 03:52:08,135,12,"White"
"30704953","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","12 years 7 months 28 days","Male","Large","Grey/White","","No","Unknown","Foster Home",2022-09-07,"Jeremy (Tadoe)",2022-09-25,2022-09-25 03:52:08,18,12,"Grey"
"33852112","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","6 years 5 months 28 days","Female","Large","Brown","","No","Unknown","Overnight Volunteer",2022-08-27,"Starbright",2022-09-25,2022-09-25 03:52:08,29,6,"Brown"
"36100628","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","6 years  1 month 23 days","Male","Large","Black/Brindle","","No","Unknown","Dog Intake",2022-09-23,"Mint (Duke)",2022-09-25,2022-09-25 03:52:08,2,6,"Black"
"36428896","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","6 years 6 months 23 days","Male","Large","Brindle/White","","No","Unknown","Foster Home",2022-08-20,"Titan",2022-09-25,2022-09-25 03:52:08,36,6,"Brindle"
"37208300","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","6 years 4 months 3 days","Female","Medium","Grey/White",NA,"No","Unknown","Foster Home",2022-08-15,"Cali",2022-09-25,2022-09-25 03:52:08,41,6,"Grey"
"40481888","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 years 8 months 23 days","Female","Large","Brindle","","No","Unknown","Doggie Den",2022-09-18,"Mama",2022-09-25,2022-09-25 03:52:08,7,5,"Brindle"
"41901670","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","8 years 3 months 16 days","Female","Large","Black/White","","No","Unknown","Foster Home",2022-08-27,"Soulja Girl",2022-09-25,2022-09-25 03:52:08,29,8,"Black"
"43325255","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 2 months 28 days","Female","Large","Blue/White","","No","Unknown","Mutt Hut",2022-09-02,"TugRope 10 (Moma)",2022-09-25,2022-09-25 03:52:08,23,3,"Blue"
"45162628","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years  1 month 29 days","Male","Large","Brown/White",NA,"No","Unknown","Office",2022-09-07,"Quail",2022-09-25,2022-09-25 03:52:08,18,4,"Brown"
"49289813","Dog","Mixed Breed, Small (under 24 lbs fully grown)/Mix","2 years 9 months 4 days","Male","Small","Black/Brown","","No","Unknown","Rover Refuge",2022-09-21,"Tiny Tim (Moka)",2022-09-25,2022-09-25 03:52:08,4,2,"Black"
"49411625","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 5 months 12 days","Female","Large","White/Black","","No","Unknown","Foster Home",2022-06-20,"Go-Kart (Skylee)",2022-09-25,2022-09-25 03:52:08,97,1,"White"
"49420746","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","2 years 8 months 10 days","Male","Medium","Tan/White","","No","Unknown","Foster Home",2022-01-14,"Short Rib",2022-09-25,2022-09-25 03:52:08,254,2,"Tan"
"49867569","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","3 years 5 months 27 days","Female","Medium","White/Brown","","No","Unknown","Foster Home",2022-05-10,"Sugar",2022-09-25,2022-09-25 03:52:08,138,3,"White"
"49987216","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 5 months 8 days","Male","Large","Brown","","No","Unknown","Doggie Town",2022-09-09,"Mico",2022-09-25,2022-09-25 03:52:08,16,1,"Brown"
"50047780","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 3 days","Female","Large","Blue/Black","","No","Yes","Rover Refuge",2022-09-22,"Sheila",2022-09-25,2022-09-25 03:52:08,3,4,"Blue"
"50077534","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 months","Male","Large","Brown/White","","No","Unknown","Rover Refuge",2022-09-23,"Maxwell (Viva 1)",2022-09-25,2022-09-25 03:52:08,2,0,"Brown"
"50193895","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years 4 months 9 days","Male","Large","Brown/White","","No","Unknown","Foster Home",2022-05-15,"Marmaduke (Ace)",2022-09-25,2022-09-25 03:52:08,133,7,"Brown"
"50366285","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 3 months 19 days","Female","Medium","Brindle","","No","Unknown","Doggie Town",2022-09-18,"Tiana",2022-09-25,2022-09-25 03:52:08,7,1,"Brindle"
"50394641","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","7 years 3 months 16 days","Female","Medium","Brown/White","","No","Unknown","Foster Home",2022-06-09,"Darby",2022-09-25,2022-09-25 03:52:08,108,7,"Brown"
"50496060","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 3 months 4 days","Male","Large","Grey","","No","Unknown","Foster Home",2022-09-14,"Phanta (RJ)",2022-09-25,2022-09-25 03:52:08,11,1,"Grey"
"50516474","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 9 months 2 days","Female","Large","Black/White","","No","Unknown","Doggie Den",2022-09-03,"Gabriella",2022-09-25,2022-09-25 03:52:08,22,1,"Black"
"50541568","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 2 months 29 days","Female","Large","Black/White","","No","Unknown","Foster Home",2022-08-04,"Missy (Candy)",2022-09-25,2022-09-25 03:52:08,52,2,"Black"
"50569145","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years 2 months 26 days","Female","Large","Black/White","","No","Unknown","Foster Home",2022-06-30,"Black Diamond",2022-09-25,2022-09-25 03:52:08,87,7,"Black"
"50632881","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 2 months 15 days","Female","Medium","Brindle/White","","No","Unknown","Rover Refuge",2022-09-17,"Baby Brownie (Cyn)",2022-09-25,2022-09-25 03:52:08,8,3,"Brindle"
"50665687","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","10 years 2 months 11 days","Male","Large","Black/White","","No","Unknown","Foster Home",2022-07-14,"Ridgely (Filipe)",2022-09-25,2022-09-25 03:52:08,73,10,"Black"
"50679430","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 2 months 9 days","Female","Large","Grey","","No","Unknown","Foster Home",2022-07-16,"Wilhelmina",2022-09-25,2022-09-25 03:52:08,71,1,"Grey"
"50720240","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 2 months 4 days","Male","Medium","Black/White","","No","Unknown","Doggie Den",2022-07-21,"Eugene",2022-09-25,2022-09-25 03:52:08,66,3,"Black"
"50736909","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 2 months  1 day","Female","Large","Brown/White","","No","Unknown","Doggie Den",2022-09-22,"Samula Sage (Lotus)",2022-09-25,2022-09-25 03:52:08,3,2,"Brown"
"50775561","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years  1 month 27 days","Female","Medium","Black/White",NA,"No","Unknown","Foster Home",2022-07-28,"Lovable",2022-09-25,2022-09-25 03:52:08,59,2,"Black"
"50790571","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 7 months 26 days","Male","Large","White/Brown","","No","Unknown","Doggie Den",2022-09-16,"Wanderlust",2022-09-25,2022-09-25 03:52:08,9,1,"White"
"50842013","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years  1 month 17 days","Male","Large","White","","No","Unknown","Dog Quarantine",2022-09-09,"Citizen",2022-09-25,2022-09-25 03:52:08,16,4,"White"
"50860691","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years  1 month 5 days","Male","Large","Brown/White","","No","Unknown","Doggie Town",2022-08-20,"Seven",2022-09-25,2022-09-25 03:52:08,36,7,"Brown"
"50904080","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years  1 month 9 days","Male","Large","Black/White","","No","Unknown","Foster Home",2022-08-16,"Henry",2022-09-25,2022-09-25 03:52:08,40,7,"Black"
"50908116","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","10 years  1 month 9 days","Male","Large","Brown/White",NA,"No","Unknown","Rover Refuge",2022-08-16,"Huckleberry",2022-09-25,2022-09-25 03:52:08,40,10,"Brown"
"50972765","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years  1 month","Male","Medium","White/Black","","No","Unknown","Mutt Hut",2022-09-10,"Kermit",2022-09-25,2022-09-25 03:52:08,15,4,"White"
"50980656","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 30 days","Male","Large","White/Black","","No","Unknown","Doggie Town",2022-09-13,"Tru",2022-09-25,2022-09-25 03:52:08,12,2,"White"
"50989599","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 years 29 days","Male","Large","Black",NA,"No","Unknown","Foster Home",2022-08-27,"Hugo",2022-09-25,2022-09-25 03:52:08,29,5,"Black"
"51002690","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 6 months 28 days","Male","Large","White/Black",NA,"No","Unknown","Doggie Town",2022-08-29,"Clark",2022-09-25,2022-09-25 03:52:08,27,4,"White"
"51004580","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 years 26 days","Male","Large","White/Blue","","No","Unknown","Doggie Den",2022-08-29,"Bluebert",2022-09-25,2022-09-25 03:52:08,27,5,"White"
"51007214","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 26 days","Female","Large","Brindle",NA,"No","Unknown","Overnight Staff",2022-08-30,"Gretchen",2022-09-25,2022-09-25 03:52:08,26,4,"Brindle"
"51018402","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 25 days","Female","Large","Brown","","No","Unknown","Overnight Volunteer",2022-08-31,"Bamboo",2022-09-25,2022-09-25 03:52:08,25,3,"Brown"
"51020787","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","4 years 25 days","Female","Medium","Blue","","No","Unknown","Dog Quarantine",2022-08-31,"Very Berry",2022-09-25,2022-09-25 03:52:08,25,4,"Blue"
"51032744","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 23 days","Male","Large","Brindle/White",NA,"No","Unknown","Doggie Den",2022-09-01,"Nickleback",2022-09-25,2022-09-25 03:52:08,24,3,"Brindle"
"51033427","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","2 years 23 days","Female","Medium","Black",NA,"No","Unknown","Foster Home",2022-09-02,"Evabeth",2022-09-25,2022-09-25 03:52:08,23,2,"Black"
"51036470","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 23 days","Female","Large","Blue/White","","No","Unknown","Doggie Town",2022-09-02,"TugRope 4 (Lou)",2022-09-25,2022-09-25 03:52:08,23,2,"Blue"
"51036506","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 23 days","Male","Large","Blue/White","","No","Unknown","Foster Home",2022-09-02,"TugRope 5 (Munster)",2022-09-25,2022-09-25 03:52:08,23,1,"Blue"
"51036514","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 23 days","Male","Large","Blue/White",NA,"No","Unknown","Mutt Hut",2022-09-02,"TugRope 8 (Spiderman)",2022-09-25,2022-09-25 03:52:08,23,4,"Blue"
"51040922","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 22 days","Male","Large","Grey",NA,"No","Unknown","Doggie Den",2022-09-03,"Jack-Jack",2022-09-25,2022-09-25 03:52:08,22,2,"Grey"
"51044662","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 3 days","Female","Large","Black/White","","No","Unknown","Mutt Hut",2022-09-22,"Gingersnap",2022-09-25,2022-09-25 03:52:08,3,3,"Black"
"51046152","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 months 21 days","Female","Medium","Grey/White","","No","Unknown","Overnight Volunteer",2022-09-04,"Little Helper",2022-09-25,2022-09-25 03:52:08,21,0,"Grey"
"51053065","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","3 months 19 days","Male","Medium","Brown",NA,"No","Unknown","Foster Home",2022-09-06,"Hamburger",2022-09-25,2022-09-25 03:52:08,19,0,"Brown"
"51068520","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","1 year 6 months 16 days","Male","Large","Tan",NA,"No","Unknown","Doggie Den",2022-09-07,"Axel",2022-09-25,2022-09-25 03:52:08,18,1,"Tan"
"51073181","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 17 days","Female","Medium","Tan/White","","No","Unknown","Mutt Hut",2022-09-08,"Meteorologist",2022-09-25,2022-09-25 03:52:08,17,2,"Tan"
"51076881","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 16 days","Male","Large","Black/White",NA,"No","Unknown","Dog Quarantine",2022-09-09,"Waldorf",2022-09-25,2022-09-25 03:52:08,16,2,"Black"
"51086227","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 15 days","Male","Large","White",NA,"No","Unknown","Mutt Hut",2022-09-09,"Ice Drop",2022-09-25,2022-09-25 03:52:08,16,3,"White"
"51096559","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","6 years 13 days","Male","Large","Brown/White",NA,"No","Unknown","Doggie Town",2022-09-12,"Barnacle",2022-09-25,2022-09-25 03:52:08,13,6,"Brown"
"51102987","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","8 years 12 days","Male","Large","Brown",NA,"No","Unknown","Rover Refuge",2022-09-13,"Alec",2022-09-25,2022-09-25 03:52:08,12,8,"Brown"
"51120692","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 10 days","Male","Large","White/Brown",NA,"No","Unknown","Mutt Hut",2022-09-15,"Stu",2022-09-25,2022-09-25 03:52:08,10,2,"White"
"51123273","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 10 days","Female","Large","Tan",NA,"No","Unknown","Doggie Town",2022-09-15,"Chartruese",2022-09-25,2022-09-25 03:52:08,10,2,"Tan"
"51123461","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 10 days","Male","Large","Grey/White","","No","Unknown","Foster Home",2022-09-15,"Oliver",2022-09-25,2022-09-25 03:52:08,10,3,"Grey"
"51124597","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 10 days","Female","Large","Brown",NA,"No","Unknown","Foster Home",2022-09-15,"Ali",2022-09-25,2022-09-25 03:52:08,10,2,"Brown"
"51126475","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","10 months 10 days","Female","Medium","Black/White","","No","Unknown","Rover Refuge",2022-09-15,"Bork Bork",2022-09-25,2022-09-25 03:52:08,10,0,"Black"
"51133500","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 9 days","Female","Large","Brindle",NA,"No","Unknown","Doggie Den",2022-09-16,"Ikea",2022-09-25,2022-09-25 03:52:08,9,2,"Brindle"
"51134128","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years 8 days","Male","Large","Fawn/White",NA,"No","Unknown","Foster Home",2022-09-16,"Pine",2022-09-25,2022-09-25 03:52:08,9,7,"Fawn"
"51136076","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","4 years 8 days","Male","Medium","Black","","No","Unknown","Dog Intake",2022-09-24,"Jasen",2022-09-25,2022-09-25 03:52:08,1,4,"Black"
"51141193","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 years 7 days","Female","Large","Buff/White",NA,"No","Unknown","Rover Refuge",2022-09-18,"Bisquick",2022-09-25,2022-09-25 03:52:08,7,5,"Buff"
"51141681","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 7 days","Female","Medium","Brown/Fawn",NA,"No","Unknown","Rover Refuge",2022-09-18,"Sadie",2022-09-25,2022-09-25 03:52:08,7,2,"Brown"
"51142050","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 7 days","Male","Large","Black/Tan",NA,"No","Unknown","Dog Quarantine",2022-09-18,"Buddy",2022-09-25,2022-09-25 03:52:08,7,3,"Black"
"51142258","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 7 days","Female","Large","Tan",NA,"No","Unknown","Doggie Den",2022-09-18,"Marjorie",2022-09-25,2022-09-25 03:52:08,7,4,"Tan"
"51142399","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 7 days","Male","Large","White",NA,"No","Unknown","Rover Refuge",2022-09-18,"Zeus",2022-09-25,2022-09-25 03:52:08,7,2,"White"
"51146537","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 6 days","Female","Large","Brown",NA,"No","Unknown","Doggie Den",2022-09-19,"Pippa",2022-09-25,2022-09-25 03:52:08,6,4,"Brown"
"51152858","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 5 days","Female","Large","White/Brown",NA,"No","Unknown","Mutt Hut",2022-09-20,"Fancy",2022-09-25,2022-09-25 03:52:08,5,4,"White"
"51153216","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 5 days","Female","Large","Brown/White",NA,"No","Unknown","Doggie Town",2022-09-19,"Elegant",2022-09-25,2022-09-25 03:52:08,6,4,"Brown"
"51153483","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","9 months 20 days","Female","Medium","Black","","No","Unknown","Dog Intake",2022-09-20,"Huntress",2022-09-25,2022-09-25 03:52:08,5,0,"Black"
"51153531","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 5 days","Male","Large","White/Tan","","No","Unknown","Rover Refuge",2022-09-20,"Kanyon",2022-09-25,2022-09-25 03:52:08,5,3,"White"
"51161518","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 4 days","Female","Large","Brindle/White",NA,"No","Unknown","Rover Refuge",2022-09-21,"Gravity",2022-09-25,2022-09-25 03:52:08,4,3,"Brindle"
"51161591","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 4 days","Female","Large","Black/White",NA,"No","Unknown","Rover Refuge",2022-09-21,"Jovial",2022-09-25,2022-09-25 03:52:08,4,3,"Black"
"51163256","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 years 4 days","Female","Large","Brown",NA,"No","Unknown","Dog Quarantine",2022-09-21,"Granny Apple",2022-09-25,2022-09-25 03:52:08,4,5,"Brown"
"51164638","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","8 years 4 days","Male","Medium","White/Fawn",NA,"No","Unknown","Dog Quarantine",2022-09-21,"Lickety Split",2022-09-25,2022-09-25 03:52:08,4,8,"White"
"51170540","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 3 days","Male","Large","Brown",NA,"No","Unknown","Mutt Hut",2022-09-22,"Riggs",2022-09-25,2022-09-25 03:52:08,3,4,"Brown"
"51170672","Dog","Mixed Breed, Small (under 24 lbs fully grown)/Mix","7 years 3 days","Male","Small","White",NA,"No","Unknown","Dog Quarantine",2022-09-22,"Richie",2022-09-25,2022-09-25 03:52:08,3,7,"White"
"51172369","Dog","Mixed Breed, Small (under 24 lbs fully grown)/Mix","12 years 3 days","Male","Small","Beige",NA,"No","Unknown","Office",2022-09-22,"Norbert",2022-09-25,2022-09-25 03:52:08,3,12,"Beige"
"51174168","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 3 days","Male","Large","Tan/White",NA,"No","Unknown","Doggie Town",2022-09-22,"Oyster Soup",2022-09-25,2022-09-25 03:52:08,3,2,"Tan"
"51177563","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years 2 days","Male","Large","Brown",NA,"No","Unknown","Doggie Den",2022-09-23,"Booberry",2022-09-25,2022-09-25 03:52:08,2,2,"Brown"
"51180854","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","5 years 2 days","Male","Large","Blue/White",NA,"No","Unknown","Rover Refuge",2022-09-23,"Rambler",2022-09-25,2022-09-25 03:52:08,2,5,"Blue"
"51182257","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 2 days","Female","Medium","Black/White",NA,"No","Unknown","Dog Intake",2022-09-23,"Maze",2022-09-25,2022-09-25 03:52:08,2,1,"Black"
"51185148","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years  1 day","Male","Large","White",NA,"No","Unknown","Doggie Town",2022-09-23,"Sheldon",2022-09-25,2022-09-25 03:52:08,2,4,"White"
"51185970","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year  1 day","Male","Large","Blue/White",NA,"No","Unknown","Dog Intake",2022-09-23,"Grizzle",2022-09-25,2022-09-25 03:52:08,2,1,"Blue"
"51186650","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 months 16 days","Male","Small","Brown",NA,"No","Unknown","Rover Refuge",2022-09-23,"Zack",2022-09-25,2022-09-25 03:52:08,2,0,"Brown"
"51186661","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","2 years  1 day","Female","Medium","Brown/Grey",NA,"No","Unknown","Dog Intake",2022-09-24,"Clementine",2022-09-25,2022-09-25 03:52:08,1,2,"Brown"
