"animal_id","species","breed","age","gender","size","color","spayed_neutered","declawed","housetrained","location","intake_date","name","scrape_date","scrape_time","days_since_intake","age_years","color_primary"
"21884814","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","8 years 10 months 2 days","Male","Large","Tan/White","","No","Unknown","Foster Home",2022-02-11,"Joe Diffie (Sevens)",2022-03-20,2022-03-20 02:23:47,37,8,"Tan"
"36200331","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","8 years 2 days","Female","Medium","Brown","","No","Unknown","Foster Home",2022-03-04,"Corra",2022-03-20,2022-03-20 02:23:47,16,8,"Brown"
"37033349","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","9 years 4 months 18 days","Male","Large","Black","","No","Unknown","Rover Refuge",2022-03-16,"Omaha (Max)",2022-03-20,2022-03-20 02:23:47,4,9,"Black"
"46190236","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 3 months 12 days","Female","Medium","Tan/White","","No","Unknown","Mutt Hut",2022-03-15,"Ginger Rogers",2022-03-20,2022-03-20 02:23:47,5,3,"Tan"
"47604794","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","8 years 10 months 25 days","Male","Large","Blue","","No","Yes","Doggie Den",2022-02-24,"Field Trip (Uzi)",2022-03-20,2022-03-20 02:23:47,24,8,"Blue"
"48079982","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","4 years 8 months 23 days","Male","Large","Tan/White","","No","Unknown","Rover Refuge",2022-03-17,"Ferrero Rocher (Soldier)",2022-03-20,2022-03-20 02:23:47,3,4,"Tan"
"48398225","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","4 years 7 months 13 days","Female","Medium","Blue/White","","No","Unknown","Doggie Town",2022-03-17,"Chapstick",2022-03-20,2022-03-20 02:23:47,3,4,"Blue"
"49140299","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","11 months 26 days","Female","Medium","White","","No","Unknown","Foster Home",2021-11-24,"Stormy B",2022-03-20,2022-03-20 02:23:47,116,0,"White"
"49259589","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 9 months 4 days","Male","Large","Golden",NA,"No","Unknown","Foster Home",2021-12-15,"Peaches",2022-03-20,2022-03-20 02:23:47,95,1,"Golden"
"49337741","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","1 year 2 months 17 days","Male","XL","Black/Brown","","No","Unknown","Rover Refuge",2022-03-09,"Bricks",2022-03-20,2022-03-20 02:23:47,11,1,"Black"
"49374202","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","10 years 2 months 13 days","Female","Large","Grey/White","","No","Unknown","Foster Home",2022-01-07,"Pretty Girl",2022-03-20,2022-03-20 02:23:47,72,10,"Grey"
"49442113","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","","Male","Large","White","","No","Unknown","Foster Home",2022-01-19,"Blazed Donut",2022-03-20,2022-03-20 02:23:47,60,NA,"White"
"49458265","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","8 years  1 month 26 days","Female","XL","Black","","No","Unknown","Foster Home",2022-01-23,"Samantha",2022-03-20,2022-03-20 02:23:47,56,8,"Black"
"49528852","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years  1 month 17 days","Male","Large","Brindle/Brown","","No","Unknown","Office",2022-02-03,"Obie",2022-03-20,2022-03-20 02:23:47,45,2,"Brindle"
"49601836","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","2 years  1 month 5 days","Female","Large","Black/White",NA,"No","Unknown","Foster Home",2022-02-15,"Royal Tea",2022-03-20,2022-03-20 02:23:47,33,2,"Black"
"49679283","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 20 days","Female","Large","White/Brindle","","No","Unknown","Foster Home",2022-02-28,"Sweet Peaches",2022-03-20,2022-03-20 02:23:47,20,3,"White"
"49681281","Dog","Mixed Breed, Medium (up to 44 lbs fully grown)/Mix","6 years 19 days","Female","Medium","Tan/White",NA,"No","Unknown","Foster Home",2022-03-01,"Cebolla",2022-03-20,2022-03-20 02:23:47,19,6,"Tan"
"49688639","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","3 years 18 days","Female","Large","Tan","","No","Unknown","Doggie Den",2022-03-14,"Vita",2022-03-20,2022-03-20 02:23:47,6,3,"Tan"
"49706606","Dog","Mixed Breed, Large (over 44 lbs fully grown)/Mix","7 years 16 days","Male","Large","Tan","","No","Unknown","Doggie Town",2022-03-18,"Pluto",2022-03-20,2022-03-20 02:23:47,2,7,"Tan"
